movieId,title,genres,matched_title
39435,"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western,The Legend of Zorro
39444,"Weather Man, The (2005)",Comedy|Drama,The Weather Man
39446,Saw II (2005),Horror|Thriller,Saw II
39449,Prime (2005),Comedy|Drama|Romance,Prime
39516,Don't Move (Non ti muovere) (2004),Drama,2004 Sooner Football
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy,American Pie Presents: Band Camp
39801,"Great Yokai War, The (Yôkai daisensô) (2005)",Adventure|Comedy|Fantasy|Horror,The Great Yokai War
39869,Manderlay (2005),Drama,Manderlay
40148,Revolver (2005),Crime|Drama|Thriller,Revolver
40278,Jarhead (2005),Action|Drama|War,Jarhead
40339,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi,Chicken Little
40412,Dead Man's Shoes (2004),Crime|Thriller,Dead Man's Shoes
40414,Joyeux Noël (Merry Christmas) (2005),Drama|War,A Very Barry Christmas
40478,Night of the Lepus (1972),Horror|Sci-Fi|Thriller,Night of the Lepus
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy|Drama,The Match Factory Girl
40578,Sword of the Beast (Kedamono no ken) (1965),Action|Drama,Sword of the Beast
40581,Just Friends (2005),Comedy|Romance,Just Friends
40583,Syriana (2005),Drama|Thriller,Syriana
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),Comedy|Drama,One-Way Ticket to Mombasa
40614,Derailed (2005),Drama|Thriller,Derailed
40617,Creep (2004),Horror|Thriller,Creep
40629,Pride & Prejudice (2005),Drama|Romance,Pride & Prejudice
40697,Babylon 5,Sci-Fi,Bauernbarock
40723,Wolf Creek (2005),Crime|Horror|Thriller,Wolf Creek
40732,"Descent, The (2005)",Adventure|Drama|Horror|Thriller,The Descent
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,Harry Potter and the Goblet of Fire
40819,Walk the Line (2005),Drama|Musical|Romance,Walk the Line
40826,Rent (2005),Drama|Musical|Romance,Moto 1 2005
40851,Zathura (2005),Action|Adventure|Children|Fantasy,Feuertanz Festival 2005
40870,C.R.A.Z.Y. (2005),Drama,C.R.A.Z.Y.
40946,Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical,Sarah Silverman: Jesus Is Magic
40955,Breakfast on Pluto (2005),Comedy|Drama,Breakfast on Pluto
40959,"Ice Harvest, The (2005)",Action|Comedy|Crime|Thriller,The Ice Harvest
40962,"Yours, Mine and Ours (2005)",Comedy|Romance,"Yours, Mine & Ours"
40966,"Libertine, The (2004)",Drama,The Libertine
41014,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)",Crime|Horror|Mystery|Thriller,The Bird with the Crystal Plumage
41285,Match Point (2005),Crime|Drama|Romance,Match Point
41527,Paradise Now (2005),Crime|Drama|Thriller|War,Paradise Now
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,King Kong
41571,Memoirs of a Geisha (2005),Drama|Romance,Memoirs of a Geisha
41573,"Family Stone, The (2005)",Comedy|Drama|Romance,The Family Stone
41617,Havoc (2005),Crime|Drama|Romance,Havoc
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),Action|Drama,Samurai Rebellion
41712,"Room for Romeo Brass, A (1999)",Comedy|Drama,A Room for Romeo Brass
41716,"Matador, The (2005)",Comedy|Drama|Thriller,The Matador
41724,Wal-Mart: The High Cost of Low Price (2005),Documentary,Wal-Mart: The High Cost of Low Price
41769,Mozart and the Whale (2005),Comedy|Drama|Romance,Mozart and the Whale
41828,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),Comedy|War,Don't Look Now... We're Being Shot At!
41863,"Three Burials of Melquiades Estrada, The (2006)",Adventure|Crime|Drama,Nutcracker Sweeties / The Judas Tree
41997,Munich (2005),Action|Crime|Drama|Thriller,2001 Maniacs
42002,"Producers, The (2005)",Comedy|Musical,The Producers
42004,Transamerica (2005),Adventure|Comedy|Drama,Transamerica
42007,Rumor Has It... (2005),Comedy|Drama|Romance,Rumor Has It...
42009,Cheaper by the Dozen 2 (2005),Adventure|Comedy,Cheaper by the Dozen 2
42011,Fun with Dick and Jane (2005),Comedy|Crime,Fun with Dick and Jane
42013,"Ringer, The (2005)",Comedy,The Ringer
42015,Casanova (2005),Action|Adventure|Comedy|Drama|Romance,Casanova
42018,Mrs. Henderson Presents (2005),Comedy|Drama,Mrs. Henderson Presents
42176,"Ear, The (Ucho) (1970)",Drama|Thriller,The Ear
42191,Luxo Jr. (1986),Animation|Children,Luxo Jr.
42285,"Dentist, The (1996)",Horror|Thriller,The Dentist
42418,"New World, The (2005)",Adventure|Drama|Romance,The New World
42422,Voices of a Distant Star (Hoshi no koe) (2003),Animation|Drama|Romance|Sci-Fi,2003 Best of 21 Korean Short Films
42556,7 Faces of Dr. Lao (1964),Fantasy|Mystery|Western,7 Faces of Dr. Lao
42559,Samurai Assassin (Samurai) (1965),Action|Adventure|Drama,Samurai Assassin
42602,"Boys of Baraka, The (2005)",Documentary,The Boys of Baraka
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime|Drama|Mystery|Thriller,Playboy Video Centerfold: Tiffany Fallon - Playmate of the Year 2005
42638,Grand Theft Parsons (2003),Comedy|Drama,Bankrot (2003)
42718,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,District B13
42723,Hostel (2005),Horror,Moto 1 2005
42725,Grandma's Boy (2006),Comedy,Grandma's Boy
42728,Tristan & Isolde (2006),Drama|Romance,Tristan & Isolde
42730,Glory Road (2006),Drama,Glory Road
42732,Last Holiday (2006),Comedy,Last Holiday
42734,Hoodwinked! (2005),Animation|Children|Comedy,Hoodwinked!
42738,Underworld: Evolution (2006),Action|Fantasy|Horror,Underworld: Evolution
42740,Looking for Comedy in the Muslim World (2005),Comedy,Morning Musume. FC Tour in Hong Kong 2005
42761,Casper Meets Wendy (1998),Adventure|Children|Comedy|Fantasy,Casper Meets Wendy
42943,Revolution (1985),Adventure|Drama|War,Revolution
42946,Project A ('A' gai waak) (1983),Action|Comedy,Project A
43289,"Bird People in China, The (Chûgoku no chôjin) (1998)",Adventure|Comedy|Drama|Fantasy,The Bird People in China
43333,Water (2005),Drama|Romance,Water
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama|War,Sophie Scholl: The Final Days
43396,"World's Fastest Indian, The (2005)",Drama,The World's Fastest Indian
43419,Bandidas (2006),Action|Comedy|Crime|Western,Bandidas
43460,Tristram Shandy: A Cock and Bull Story (2005),Comedy|Drama,A Cock and Bull Story
43549,Helter Skelter (2004),Action|Crime|Drama|Horror,Helter Skelter
43556,Annapolis (2006),Drama,Annapolis
43558,Big Momma's House 2 (2006),Action|Comedy|Crime,Big Momma's House 2
43560,Nanny McPhee (2005),Children|Comedy|Fantasy,Nanny McPhee
43677,"Tuskegee Airmen, The (1995)",Drama|War,The Tuskegee Airmen
43679,Final Destination 3 (2006),Horror|Mystery|Thriller,Final Destination 3
43684,Something New (2006),Comedy|Drama|Romance,Something New
43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),Comedy|Documentary,Dave Chappelle's Block Party
43744,Imagine Me & You (2005),Comedy|Drama|Romance,Imagine Me & You
43836,"Pink Panther, The (2006)",Adventure|Comedy|Crime,The Pink Panther
43869,Curious George (2006),Adventure|Animation|Children|Comedy,Curious George
43871,Firewall (2006),Crime|Drama|Thriller,Firewall
43904,When a Stranger Calls (2006),Horror|Thriller,When a Stranger Calls
43908,London (2005),Drama,TNA Lockdown 2005
43912,Freedomland (2006),Crime|Drama,Freedomland
43914,Winter Passing (2005),Drama,Winter Days
43917,Eight Below (2006),Action|Adventure|Drama|Romance,Eight Below
43919,Date Movie (2006),Comedy|Romance,Date Movie
43921,Running Scared (2006),Action|Crime|Thriller,Running Scared
43928,Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller,Ultraviolet
43930,Just My Luck (2006),Comedy|Romance,Just My Luck
43932,Pulse (2006),Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,"July, 2006"
43936,16 Blocks (2006),Crime|Thriller,16 Blocks
44004,Failure to Launch (2006),Comedy|Romance,Failure to Launch
44020,Ultimate Avengers (2006),Action|Animation|Children|Sci-Fi,Ultimate Avengers: The Movie
44022,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy,Ice Age: The Meltdown
44189,Ask the Dust (2006),Drama|Romance,Ask the Dust
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,V for Vendetta
44193,She's the Man (2006),Comedy|Romance,She's the Man
44195,Thank You for Smoking (2006),Comedy|Drama,So Hot for You
44197,Find Me Guilty (2006),Comedy|Crime|Drama,Find Me Guilty
44199,Inside Man (2006),Crime|Drama|Thriller,Inside Man
44204,Tsotsi (2005),Crime|Drama,Tsotsi
44225,Aquamarine (2006),Children|Comedy|Fantasy,Aquamarine
44238,Leprechaun 2 (1994),Comedy|Fantasy|Horror,Les Parlementeries 1994
44241,Leprechaun 3 (1995),Comedy|Fantasy|Horror,Leprechaun 3
44243,Leprechaun 4: In Space (1997),Comedy|Fantasy|Horror|Sci-Fi,Departure (1997c)
44301,Lights in the Dusk (Laitakaupungin valot) (2006),Crime|Drama,Lights in the Dusk
44397,"Hills Have Eyes, The (2006)",Drama|Horror|Thriller,The Hills Have Eyes
44399,"Shaggy Dog, The (2006)",Adventure|Children|Comedy|Fantasy,The Shaggy Dog
44511,Unknown White Male (2005),Documentary,Unknown White Male
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,The Lives of Others
44597,Youth of the Beast (Yaju no seishun) (1963),Action|Crime|Mystery,Youth of the Beast
44613,Take the Lead (2006),Drama,Take the Lead
44633,"Devil and Daniel Johnston, The (2005)",Documentary,The Coral: Glastonbury 2005
44657,Mouchette (1967),Drama,Mouchette
44665,Lucky Number Slevin (2006),Crime|Drama|Mystery,Lucky Number Slevin
44694,Volver (2006),Comedy|Drama,October 2006
44709,Akeelah and the Bee (2006),Drama,Akeelah and the Bee
44719,Brainstorm (2001),Drama,Brainstorm
44731,Stay Alive (2006),Horror|Sci-Fi|Thriller,Stay Alive
44759,Basic Instinct 2 (2006),Crime|Drama|Mystery|Thriller,Basic Instinct 2
44761,Brick (2005),Crime|Drama|Film-Noir|Mystery,WWE Backlash 2005
44773,"Dead Hate the Living!, The (2000)",Comedy|Horror,The Dead Hate the Living!
44777,Evil Aliens (2005),Comedy|Horror|Sci-Fi,WWE Armageddon 2005
44788,This Film Is Not Yet Rated (2006),Documentary,This Film Is Not Yet Rated
44828,Slither (2006),Comedy|Horror|Sci-Fi,Slither
44840,"Benchwarmers, The (2006)",Comedy,The Benchwarmers
44849,Renaissance (2006),Action|Animation|Film-Noir|Sci-Fi|Thriller,Renaissance
44851,Go for Zucker! (Alles auf Zucker!) (2004),Comedy,Go for Zucker
44864,Friends with Money (2006),Comedy|Drama|Romance,Friends with Money
44889,Reefer Madness: The Movie Musical (2005),Comedy|Drama|Musical,TNA Hard Justice 2005
44929,Candy (2006),Drama|Romance,Candy
44931,Secrets of a Soul (Geheimnisse einer Seele) (1926),Drama,Secrets of a Soul
44937,"Child, The (L'enfant) (2005)",Crime|Drama,L'enfant de personne
44943,9/11 (2002),Documentary,9/11
44972,Scary Movie 4 (2006),Comedy|Horror,Scary Movie 4
44974,Hard Candy (2005),Drama|Thriller,Hard Candy
45028,"Prairie Home Companion, A (2006)",Comedy|Drama|Musical,A Prairie Home Companion
45062,"Sentinel, The (2006)",Crime|Drama|Thriller,The Sentinel
45074,"Wild, The (2006)",Adventure|Animation|Children|Comedy|Fantasy,The Wild
45081,Silent Hill (2006),Fantasy|Horror|Thriller,Silent Hill
45106,American Dreamz (2006),Comedy|Drama,American Dreamz
45175,Kinky Boots (2005),Comedy|Drama,Kinky Boots
45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",Action|Comedy|Crime|Thriller,The Desire of the World: Jeonju Digital Project 2005
45186,Mission: Impossible III (2006),Action|Adventure|Thriller,Mission: Impossible III
45208,RV (2006),Adventure|Children|Comedy,NUHR 2006
45210,United 93 (2006),Crime|Drama,United 93
45221,Stick It (2006),Comedy,Stick It
45361,"American Haunting, An (2005)",Drama|Horror|Mystery|Thriller,An American Haunting
45382,Down in the Valley (2005),Drama|Romance,Down in the Valley
45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy,Over the Hedge
45440,Art School Confidential (2006),Comedy|Drama,Art School Confidential
45442,Poseidon (2006),Action|Adventure|Thriller|IMAX,Poseidon
45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,The Da Vinci Code
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,X-Men: The Last Stand - Production Diaries
45501,"Break-Up, The (2006)",Comedy|Drama|Romance,The Break-Up
45503,Peaceful Warrior (2006),Drama,Peaceful Warrior
45517,Cars (2006),Animation|Children|Comedy,2006 Crete photos
45635,"Notorious Bettie Page, The (2005)",Drama,The Notorious Bettie Page
45648,Game 6 (2005),Comedy|Drama,2005 Space Odyssey
45658,On a Clear Day (2005),Drama,On a Clear Day
45662,"Omen, The (2006)",Horror|Thriller,The Omen
45666,Nacho Libre (2006),Comedy,Nacho Libre
45668,"Lake House, The (2006)",Drama|Fantasy|Romance,The Lake House
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,Click
45720,"Devil Wears Prada, The (2006)",Comedy|Drama,The Devil Wears Prada
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,Pirates of the Caribbean: Dead Man's Chest
45726,"You, Me and Dupree (2006)",Comedy,"You, Me and Dupree"
45728,Clerks II (2006),Comedy,Clerks II
45730,Lady in the Water (2006),Drama|Fantasy|Mystery,Lady in the Water
45732,My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance,My Super Ex-Girlfriend
45880,Marie Antoinette (2006),Drama|Romance,Marie Antoinette
45928,Who Killed the Electric Car? (2006),Documentary,Who Killed the Electric Car?
45950,"Inconvenient Truth, An (2006)",Documentary,An Inconvenient Truth
45969,Career Opportunities (1991),Comedy|Romance,Career Opportunities
46062,High School Musical (2006),Children|Comedy|Drama|Musical|Romance,High School Musical
46105,I Am a Sex Addict (2005),Comedy|Documentary|Romance,I Am a Sex Addict
46231,Stoned (2005),Drama,Stoned
46322,Jet Li's Fearless (Huo Yuan Jia) (2006),Action|Drama,Austin City Limits Music Festival 2005
46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",Action|Crime|Drama|Thriller,The Fast and the Furious: Tokyo Drift
46337,Garfield: A Tail of Two Kitties (2006),Animation|Children|Comedy,Garfield: A Tail of Two Kitties
46347,Metal: A Headbanger's Journey (2005),Documentary,Metal: A Headbanger's Journey
46367,"Public Eye, The (1992)",Crime|Thriller,The Public Eye
46530,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX,Superman Returns
46559,"Road to Guantanamo, The (2006)",Drama|War,The Road to Guantanamo
46572,Edmond (2005),Drama|Thriller,Edmond
46574,"OH in Ohio, The (2006)",Comedy,The Oh in Ohio
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama,Little Miss Sunshine
46664,"Fallen Idol, The (1948)",Drama|Mystery|Thriller,The Fallen Idol
46723,Babel (2006),Drama|Thriller,Babel
46772,Strangers with Candy (2005),Comedy,Keane - Strangers
46850,Wordplay (2006),Documentary,Wordplay
46855,Army of Shadows (L'armée des ombres) (1969),Action|Drama|Thriller|War,Army of Shadows
46862,Orchestra Rehearsal (Prova d'orchestra) (1978),Drama,Orchestra Rehearsal
46865,Little Man (2006),Comedy,Little Man
46948,Monster House (2006),Animation|Children|Fantasy|Mystery,Monster House
46965,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,Snakes on a Plane
46967,Scoop (2006),Comedy|Fantasy|Mystery,Scoop
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,Talladega Nights: The Ballad of Ricky Bobby
46972,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,Night at the Museum
46974,World Trade Center (2006),Drama,World Trade Center
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,Stranger Than Fiction
47044,Miami Vice (2006),Action|Crime|Drama|Thriller,Miami Vice
47099,"Pursuit of Happyness, The (2006)",Drama,The Pursuit of Happyness
47122,John Tucker Must Die (2006),Comedy|Romance,John Tucker Must Die
47124,"Ant Bully, The (2006)",Adventure|Animation|Children|Comedy|Fantasy|IMAX,The Ant Bully
47200,Crank (2006),Action|Thriller,Crank
47202,"Secret Life of Words, The (2005)",Drama|Romance,The Secret Life of Words
47254,Chaos (2005),Action|Crime|Drama|Thriller,Chaos
47261,"Night Listener, The (2006)",Fantasy|Mystery|Thriller,The Night Listener
47382,Step Up (2006),Drama|Romance,Step Up
47384,Zoom (2006),Adventure|Comedy|Drama|Fantasy,Room 306
47404,Mind Game (2004),Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi,Mind Game
47423,Half Nelson (2006),Drama,Half Nelson
47446,"Moustache, La (2005)",Drama|Mystery|Thriller,Moustache
47465,Tideland (2005),Drama|Fantasy|Thriller,Tideland
47491,Adam's Apples (Adams æbler) (2005),Comedy|Drama,Adam's Apples
47516,Material Girls (2006),Children|Comedy|Drama,Material Girls
47518,Accepted (2006),Comedy,Accepted
47538,Crime Busters (1977),Action|Adventure|Comedy|Crime,Crime Busters
47566,Born to Kill (1947),Crime|Drama|Film-Noir,Born to Kill
47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,The Illusionist
47629,The Queen (2006),Drama,The Queen
47640,Beerfest (2006),Comedy,Beerfest
47644,Invincible (2006),Drama,Invincible
47646,Idlewild (2006),Crime|Drama|Musical,Idlewild
47721,"Red Balloon, The (Ballon rouge, Le) (1956)",Children|Fantasy,The Red Balloon
47725,Angel-A (2005),Comedy|Drama|Fantasy|Romance,Angel-A
47736,"Chump at Oxford, A (1940)",Comedy,Battle of Norway - Campaign 1940
47774,"Icicle Thief, The (Ladri di saponette) (1989)",Comedy|Fantasy,The Icicle Thief
47793,"Puffy Chair, The (2006)",Drama|Romance,The Puffy Chair
47810,"Wicker Man, The (2006)",Horror|Mystery|Thriller,The Wicker Man
47894,"Wind That Shakes the Barley, The (2006)",Drama|War,The Wind That Shakes the Barley
47937,Severance (2006),Comedy|Horror|Thriller,Severance
47950,Hollywoodland (2006),Crime|Drama|Mystery|Thriller,Hollywoodland
47952,"Covenant, The (2006)",Action|Horror|Thriller,The Covenant
47970,"Last Kiss, The (2006)",Comedy|Drama,The Last Kiss
47978,SherryBaby (2006),Drama,Sherrybaby
47997,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller,Idiocracy
47999,Jesus Camp (2006),Documentary|Drama,Jesus Camp
48001,"Bow, The (Hwal) (2005)",Drama|Romance,The Coral: Glastonbury 2005
48032,"Tiger and the Snow, The (La tigre e la neve) (2005)",Comedy|Drama|Romance|War,The Tiger and the Snow
48043,"Fountain, The (2006)",Drama|Fantasy|Romance,The Fountain
48045,Fear City: A Family-Style Comedy (La cité de la peur) (1994),Comedy,Fear City: A Family-Style Comedy
48082,"Science of Sleep, The (La science des rêves) (2006)",Comedy|Drama|Fantasy|Romance,The Science of Sleep
48142,"Black Dahlia, The (2006)",Crime|Drama|Mystery|Thriller,The Black Dahlia
48150,"Woods, The (2006)",Horror,The Woods
48161,Gridiron Gang (2006),Drama,Gridiron Gang
48214,Land of Plenty (Angst and Alienation in America) (2004),Drama,American Dictators: Staging of the 2004 Presidential Election
48262,"Bridge, The (2006)",Documentary,The Bridge
48304,Apocalypto (2006),Adventure|Drama|Thriller,Apocalypto
48319,Flyboys (2006),Action|Adventure|Drama|War,Flyboys
48322,Jackass Number Two (2006),Comedy|Documentary,Jackass Number Two
48326,All the King's Men (2006),Drama,All the King's Men
48342,Conversations with Other Women (2005),Comedy|Drama|Romance,A Conversation with Lars von Trier
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,Pan's Labyrinth
48412,"Guardian, The (2006)",Action|Adventure|Drama,The Guardian
48414,Open Season (2006),Adventure|Animation|Children|Comedy|IMAX,Open Season
48416,School for Scoundrels (2006),Comedy|Crime,School for Scoundrels
48516,"Departed, The (2006)",Crime|Drama|Thriller,The Departed
48518,"Texas Chainsaw Massacre: The Beginning, The (2006)",Horror|Thriller,The Texas Chainsaw Massacre: The Beginning
48520,Employee of the Month (2006),Comedy,Employee of the Month
48560,Running With Scissors (2006),Comedy|Drama,Running with Scissors
48593,Man of the Year (2006),Comedy|Thriller,Man of the Year
48596,"Marine, The (2006)",Action|Drama|Thriller,The Marine
48598,Infamous (2006),Drama,Infamous
48638,Fellini's Casanova (Il Casanova di Federico Fellini) (1976),Drama|Romance,Fellini's Casanova
48649,Chapayev (1934),Drama|War,The News Parade of 1934!
48678,Feast (2005),Action|Comedy|Horror|Thriller,Feast
48696,Little Children (2006),Drama|Romance,Little Children
48698,Deliver Us from Evil (2006),Documentary,Deliver Us from Evil
48738,"Last King of Scotland, The (2006)",Drama|Thriller,The Last King of Scotland
48741,"U.S. vs. John Lennon, The (2006)",Documentary,The U.S. vs. John Lennon
48744,Shortbus (2006),Comedy|Drama|Romance,Shortbus
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,Children of Men
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,The Prestige
48783,Flags of Our Fathers (2006),Drama|War,Flags of Our Fathers
48872,13 Tzameti (2005),Film-Noir|Thriller,13 Tzameti
48877,Saw III (2006),Crime|Horror|Thriller,Saw III
48879,Catch a Fire (2006),Drama|Thriller,Catch a Fire
48883,Death of a President (2006),Crime|Drama|Mystery|Thriller,Death of a President
48982,Flushed Away (2006),Animation|Comedy,Flushed Away
48997,Perfume: The Story of a Murderer (2006),Crime|Drama|Thriller,Perfume: The Story of a Murderer
49013,"Santa Clause 3: The Escape Clause, The (2006)",Comedy|Fantasy,The Santa Clause 3: The Escape Clause
49110,Mom and Dad Save the World (1992),Comedy|Sci-Fi,Mom and Dad Save the World
49130,"Good Year, A (2006)",Comedy|Drama|Romance,A Good Year
49132,Shut Up & Sing (2006),Documentary,Dixie Chicks: Shut Up and Sing
49220,For Your Consideration (2006),Comedy,For Your Consideration
49263,Fuck (2005),Comedy|Documentary,WWE Backlash 2005
49265,Shooting Dogs (a.k.a. Beyond the Gates) (2005),Documentary|Drama|War,Beyond The Story Live 2005
49272,Casino Royale (2006),Action|Adventure|Thriller,Casino Royale
49274,Happy Feet (2006),Adventure|Animation|Children|Comedy|IMAX,Happy Feet
49276,Let's Go to Prison (2006),Comedy,Let's Go to Prison
49278,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller,Déjà Vu
49280,Bobby (2006),Drama,Bobby
49284,10 Items or Less (2006),Comedy|Drama|Romance,10 Items or Less
49286,"Holiday, The (2006)",Comedy|Romance,The Holiday
49314,Harsh Times (2006),Action|Crime|Drama,Sri Krishna 2006
49347,Fast Food Nation (2006),Drama,Fast Food Nation
49389,The Great Train Robbery (1903),Crime|Western,The Great Train Robbery
49396,Tenacious D in The Pick of Destiny (2006),Adventure|Comedy|Musical,Tenacious D in The Pick of Destiny
49524,"Nativity Story, The (2006)",Drama,The Nativity Story
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,Blood Diamond
49647,Charlotte's Web (2006),Children|Comedy|Drama|Fantasy,Charlotte's Web
49649,Eragon (2006),Action|Adventure|Fantasy,Eragon
49651,Rocky Balboa (2006),Action|Drama,Rocky Balboa
49666,Fur: An Imaginary Portrait of Diane Arbus (2006),Drama|Fantasy|Romance,Fur: An Imaginary Portrait of Diane Arbus
49688,"Dam Busters, The (1955)",Action|Drama|War,The Dam Busters
49735,Another Gay Movie (2006),Comedy,Another Gay Movie
49772,"Painted Veil, The (2006)",Drama|Romance,The Painted Veil
49793,We Are Marshall (2006),Drama,We Are Marshall
49822,"Good Shepherd, The (2006)",Drama|Thriller,The Good Shepherd
49824,Dreamgirls (2006),Drama|Musical,Dreamgirls
49910,Freedom Writers (2007),Drama,Freedom Writers
49917,When the Levees Broke: A Requiem in Four Acts (2006),Documentary,Steven Wright: When the Leaves Blow Away
49932,Inland Empire (2006),Drama|Mystery|Thriller,Inland Empire
49957,"History Boys, The (2006)",Comedy|Drama,The History Boys
49961,Notes on a Scandal (2006),Drama,Notes on a Scandal
50003,DOA: Dead or Alive (2006),Action|Adventure,DOA: Dead or Alive
50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),Action|Drama,Curse of the Golden Flower
50064,"Good German, The (2006)",Drama|Mystery|Thriller,The Good German
50068,Letters from Iwo Jima (2006),Drama|War,Letters from Iwo Jima
50147,Black Christmas (2006),Action|Horror|Thriller,Black Christmas
50158,Stomp the Yard (2007),Drama|Musical,Stomp the Yard
50160,Miss Potter (2006),Drama,Miss Potter
50189,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),Comedy|Romance,American Pie Presents: The Naked Mile
50274,Venus (2006),Drama|Romance,Venus
50354,The Return of Don Camillo (1953),Comedy,The Return of Don Camillo
50356,The Little World of Don Camillo (1952),Comedy,The Man Who Came to Port
50440,Primeval (2007),Horror|Thriller,Primeval
50442,Alpha Dog (2007),Crime|Drama,Alphaville 2007 D.C.
50445,"Hitcher, The (2007)",Action|Horror|Thriller,The Hitcher
50514,After the Wedding (Efter brylluppet) (2006),Drama,After the Wedding
50601,Bridge to Terabithia (2007),Adventure|Children|Fantasy,Bridge to Terabithia
50610,Beer League (2006),Comedy,Beer League
50613,Dead Meat (2004),Horror,Dead Meat
50658,49 Up (2005),Documentary,9 y 20
50685,Waitress (2007),Comedy|Drama|Romance,Waitress
50740,Seven Up! (1964),Documentary,Seven Up!
50792,Catch and Release (2006),Comedy|Drama|Romance,Catch and Release
50794,Smokin' Aces (2006),Action|Crime|Drama|Thriller,Smokin' Aces
50796,Blood and Chocolate (2007),Drama|Fantasy|Horror|Romance,Blood and Chocolate
50798,Epic Movie (2007),Adventure|Comedy,Epic Movie
50800,"Messengers, The (2007)",Drama|Horror|Thriller,The Messengers
50802,Because I Said So (2007),Comedy|Drama|Romance,Because I Said So
50804,Hannibal Rising (2007),Drama|Horror|Thriller,Hannibal Rising
50806,Norbit (2007),Comedy|Romance,Norbit
50842,"Boss of It All, The (Direktøren for det hele) (2006)",Comedy|Drama,The Boss of It All
50851,Cocaine Cowboys (2006),Documentary,Cocaine Cowboys
50872,Ratatouille (2007),Animation|Children|Drama,Ratatouille
50912,"Paris, I Love You (Paris, je t'aime) (2006)",Romance,Archive - Live 2006 - Foire Du Trone Paris
50923,"Astronaut Farmer, The (2007)",Drama,The Administrator Father
50942,"Wake Up, Ron Burgundy (2004)",Comedy,"Wake Up, Ron Burgundy: The Lost Movie"
50954,It's a Boy Girl Thing (2006),Comedy|Romance,It's a Boy Girl Thing
50999,"Ugly Duckling and Me!, The (2006)",Animation|Comedy,The Ugly Duckling and Me!
51024,The Odyssey (1997),Adventure|Drama|Fantasy,The Odyssey
51037,Unknown (2006),Drama|Mystery|Thriller,Unknown
51077,Ghost Rider (2007),Action|Fantasy|Thriller,Ghost Rider
51080,Breach (2007),Drama|Thriller,Breach
